"","hexID","decID","l4hex","l4dec","idx","recapCount","firstObserved","lastObserved","x","HEX.Tag.ID","Species","Length.Inches","Client"
"299","3DD.003E1BF1FF","989.001042018815","F1FF","8815",238,1,2022-04-27 15:37:00,2022-04-27 15:37:00,"Image_Data/Brett_SC_Fish_Tagging_4_27_22.csv","3DD.003E1BF1FF",NA,NA,NA
"300","3DD.003E1BF200","989.001042018816","F200","8816",201,1,2022-04-27 15:19:00,2022-04-27 15:19:00,"Mobile_Data/Beta_4-27-22-working.csv","3DD.003E1BF200",NA,NA,NA
"301","3DD.003E1BF201","989.001042018817","F201","8817",244,1,2022-04-27 15:40:00,2022-04-27 15:40:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF201",NA,NA,NA
"302","3DD.003E1BF202","989.001042018818","F202","8818",246,1,2022-04-27 15:42:00,2022-04-27 15:42:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF202",NA,NA,NA
"303","3DD.003E1BF203","989.001042018819","F203","8819",182,1,2022-04-27 14:46:00,2022-04-27 14:46:00,"Mobile_Data/Beta_4-27-22-working.csv","3DD.003E1BF203",NA,NA,NA
"305","3DD.003E1BF205","989.001042018821","F205","8821",234,1,2022-04-27 15:33:00,2022-04-27 15:33:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF205",NA,NA,NA
"306","3DD.003E1BF206","989.001042018822","F206","8822",216,1,2022-04-27 15:24:00,2022-04-27 15:24:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF206",NA,NA,NA
"307","3DD.003E1BF207","989.001042018823","F207","8823",190,1,2022-04-27 15:15:00,2022-04-27 15:15:00,"Image_Data/APP-4-27-22.csv","3DD.003E1BF207",NA,NA,NA
"309","3DD.003E1BF209","989.001042018825","F209","8825",184,1,2022-04-27 14:48:00,2022-04-27 14:48:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF209",NA,NA,NA
"310","3DD.003E1BF20A","989.001042018826","F20A","8826",189,1,2022-04-27 14:54:00,2022-04-27 14:54:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF20A",NA,NA,NA
"311","3DD.003E1BF20B","989.001042018827","F20B","8827",208,1,2022-04-27 15:21:00,2022-04-27 15:21:00,"Mobile_Data/Beta_4-27-22-working.csv","3DD.003E1BF20B",NA,NA,NA
"312","3DD.003E1BF20C","989.001042018828","F20C","8828",199,1,2022-04-27 15:18:00,2022-04-27 15:18:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF20C",NA,NA,NA
"313","3DD.003E1BF20D","989.001042018829","F20D","8829",249,1,2022-04-27 15:26:00,2022-04-27 15:26:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF20D",NA,NA,NA
"315","3DD.003E1BF20F","989.001042018831","F20F","8831",221,1,2022-04-27 15:27:00,2022-04-27 15:27:00,"Image_Data/TAT-4-27-22-Full.csv","3DD.003E1BF20F",NA,NA,NA
"316","3DD.003E1BF210","989.001042018832","F210","8832",203,1,2022-04-27 15:20:00,2022-04-27 15:20:00,"Mobile_Data/Beta_4-27-22-working.csv","3DD.003E1BF210",NA,NA,NA
"317","3DD.003E1BF211","989.001042018833","F211","8833",245,1,2022-04-27 15:41:00,2022-04-27 15:41:00,"Image_Data/Brett_SC_Fish_Tagging_4_27_22.csv","3DD.003E1BF211",NA,NA,NA
"318","3DD.003E1BF212","989.001042018834","F212","8834",240,1,2022-04-27 15:38:00,2022-04-27 15:38:00,"Image_Data/Brett_SC_Fish_Tagging_4_27_22.csv","3DD.003E1BF212",NA,NA,NA
"319","3DD.003E1BF214","989.001042018836","F214","8836",188,1,2022-04-27 14:54:00,2022-04-27 14:54:00,"Mobile_Data/Beta_4-27-22-working.csv","3DD.003E1BF214",NA,NA,NA
"320","3DD.003E1BF215","989.001042018837","F215","8837",252,1,2022-04-27 16:20:00,2022-04-27 16:20:00,"Image_Data/Brett_SC_Fish_Tagging_4_27_22.csv","3DD.003E1BF215",NA,NA,NA
"321","3DD.003E1BF216","989.001042018838","F216","8838",223,1,2022-04-27 15:29:00,2022-04-27 15:29:00,"Image_Data/APP-4-27-22.csv","3DD.003E1BF216",NA,NA,NA
"325","3DD.003E1D1CC1","989.001042095297","1CC1","5297",502,1,2022-09-28 11:00:00,2022-09-28 11:00:00,"Reader_Data/9-28-22-Reader.csv","3DD.003E1D1CC1","Brown",4,"Miller"
"327","3DD.003E1D1CD6","989.001042095318","1CD6","5318",7,1,2022-10-06 11:00:00,2022-10-06 11:00:00,"Reader_Data/10-6-22-Reader.csv","3DD.003E1D1CD6","Rainbow",16,NA
"328","3DD.003E1D1CDE","989.001042095326","1CDE","5326",501,1,2022-09-27 11:00:00,2022-09-27 11:00:00,"Reader_Data/9-27-22-Reader.csv","3DD.003E1D1CDE","Brown",4,"Latour"
"329","3DD.003E1D1CE1","989.001042095329","1CE1","5329",6,1,2022-10-06 11:00:00,2022-10-06 11:00:00,"Reader_Data/10-6-22-Reader.csv","3DD.003E1D1CE1","Rainbow",10,NA
"330","3DD.003E1D1CFB","989.001042095355","1CFB","5355",2,1,2022-10-05 11:00:00,2022-10-05 11:00:00,"Reader_Data/10-5-22-Reader.csv","3DD.003E1D1CFB","Rainbow",16,""
"332","3DD.003E1D1D05","989.001042095365","1D05","5365",507,1,2022-09-29 11:00:00,2022-09-29 11:00:00,"Reader_Data/9-29-22-Reader.csv","3DD.003E1D1D05","Rainbow",9,"Loomis"
"333","3DD.003E1D1D0B","989.001042095371","1D0B","5371",508,1,2022-09-29 11:00:00,2022-09-29 11:00:00,"Reader_Data/9-29-22-Reader.csv","3DD.003E1D1D0B","Rainbow",15,"Loomis"
"334","3DD.003E1D1D10","989.001042095376","1D10","5376",5,1,2022-10-06 11:00:00,2022-10-06 11:00:00,"Reader_Data/10-6-22-Reader.csv","3DD.003E1D1D10","Rainbow",18,NA
"335","3DD.003E1F0DCC","989.00104222254","0DCC","2254",567,1,2022-08-04 10:05:41,2022-08-04 10:05:41,"Reader_Data/8-4-22-Reader.csv","3DD.003E1F0DCC","Rainbow",14,NA
"336","3DD.003E1F0DCD","989.001042222541","0DCD","2541",466,1,2022-08-05 09:16:48,2022-08-05 09:16:48,"Reader_Data/8-5-22-Reader.csv","3DD.003E1F0DCD","Rainbow",14,"Woods"
"337","3DD.003E1F0DCE","989.001042222542","0DCE","2542",418,1,2022-08-01 09:16:32,2022-08-01 09:16:32,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0DCE","Rainbow",14,"Ames"
"338","3DD.003E1F0DCF","989.001042222543","0DCF","2543",516,1,2022-09-05 11:00:00,2022-09-05 11:00:00,"Reader_Data/9-5-22-Reader.csv","3DD.003E1F0DCF","Rainbow",4,"de Reus"
"340","3DD.003E1F0DD1","989.001042222545","0DD1","2545",395,1,2022-07-30 11:49:19,2022-07-30 11:49:19,"Reader_Data/7-30-22-Reader.csv","3DD.003E1F0DD1","Rainbow",4,"Miller"
"341","3DD.003E1F0DD2","989.001042222546","0DD2","2546",503,1,2022-09-28 11:00:00,2022-09-28 11:00:00,"Reader_Data/9-28-22-Reader.csv","3DD.003E1F0DD2","Brown",4,"Miller"
"342","3DD.003E1F0DD3","989.001042222547","0DD3","2547",467,1,2022-08-05 10:02:22,2022-08-05 10:02:22,"Reader_Data/8-5-22-Reader.csv","3DD.003E1F0DD3","Rainbow",14,"Woods"
"343","3DD.003E1F0DD4","989.001042222548","0DD4","2548",440,1,2022-08-23 11:46:54,2022-08-23 11:46:54,"Reader_Data/8-23-22-Reader.csv","3DD.003E1F0DD4","Rainbow",5,NA
"344","3DD.003E1F0DD5","989.001042222549","0DD5","2549",415,1,2022-08-01 08:52:19,2022-08-01 08:52:19,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0DD5","Rainbow",4,"Ames"
"345","3DD.003E1F0DD6","989.00104222255","0DD6","2255",570,1,2022-09-02 14:56:10,2022-09-02 14:56:10,"Reader_Data/9-2-22-Reader.csv","3DD.003E1F0DD6","Brown",19,NA
"346","3DD.003E1F0DD7","989.001042222551","0DD7","2551",365,1,2022-07-25 10:13:11,2022-07-25 10:13:11,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DD7","Rainbow",15,NA
"348","3DD.003E1F0DD9","989.001042222553","0DD9","2553",439,1,2022-08-23 11:27:24,2022-08-23 11:27:24,"Reader_Data/8-23-22-Reader.csv","3DD.003E1F0DD9","Rainbow",16,NA
"349","3DD.003E1F0DDA","989.001042222554","0DDA","2554",393,1,2022-07-30 08:33:42,2022-07-30 08:33:42,"Reader_Data/7-30-22-Reader.csv","3DD.003E1F0DDA","Brown",19,"Miller"
"350","3DD.003E1F0DDB","989.001042222555","0DDB","2555",484,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0DDB","Rainbow",7,"Loomis"
"351","3DD.003E1F0DDC","989.001042222556","0DDC","2556",517,1,2022-09-05 11:00:00,2022-09-05 11:00:00,"Reader_Data/9-5-22-Reader.csv","3DD.003E1F0DDC","Brown",17,"de Reus"
"352","3DD.003E1F0DDE","989.001042222558","0DDE","2558",488,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0DDE","Brown",18,"Loomis"
"353","3DD.003E1F0DDF","989.001042222559","0DDF","2559",473,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0DDF","Rainbow",5,"Loomis"
"354","3DD.003E1F0DE0","989.00104222256","0DE0","2256",573,1,2022-09-07 11:00:00,2022-09-07 11:00:00,"Reader_Data/9-7-22-Reader.csv","3DD.003E1F0DE0","Brown",15,"Loomis"
"355","3DD.003E1F0DE1","989.001042222561","0DE1","2561",521,1,2022-09-06 11:00:00,2022-09-06 11:00:00,"Reader_Data/9-6-22-Reader.csv","3DD.003E1F0DE1","Rainbow",15,"Loomis"
"356","3DD.003E1F0DE2",NA,"0DE2",NA,688,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0DE2","Rainbow",17,"Behnke"
"357","3DD.003E1F0DE3","989.001042222563","0DE3","2563",496,1,2022-09-02 10:34:35,2022-09-02 10:34:35,"Reader_Data/9-2-22-Reader.csv","3DD.003E1F0DE3","Rainbow",6,NA
"360","3DD.003E1F0DE6","989.001042222566","0DE6","2566",485,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0DE6","Rainbow",5,"Loomis"
"361","3DD.003E1F0DE8","989.001042222568","0DE8","2568",363,1,2022-07-25 09:46:11,2022-07-25 09:46:11,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DE8","Rainbow",15,NA
"362","3DD.003E1F0DE9","989.001042222569","0DE9","2569",362,1,2022-07-25 09:31:06,2022-07-25 09:31:06,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DE9","Rainbow",15,NA
"363","3DD.003E1F0DEA","989.00104222257","0DEA","2257",572,1,2022-09-06 11:00:00,2022-09-06 11:00:00,"Reader_Data/9-6-22-Reader.csv","3DD.003E1F0DEA","Rainbow",17,"Loomis"
"364","3DD.003E1F0DEB","989.001042222571","0DEB","2571",498,1,2022-09-02 11:21:14,2022-09-02 11:21:14,"Reader_Data/9-2-22-Reader.csv","3DD.003E1F0DEB","Rainbow",16,NA
"365","3DD.003E1F0DEC","989.001042222572","0DEC","2572",421,1,2022-08-01 10:14:28,2022-08-01 10:14:28,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0DEC","Rainbow",15,"Ames"
"366","3DD.003E1F0DED","989.001042222573","0DED","2573",475,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0DED","Brown",17,"Loomis"
"367","3DD.003E1F0DEE",NA,"0DEE",NA,690,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0DEE","Rainbow",16,"Behnke"
"368","3DD.003E1F0DEF","989.001042222575","0DEF","2575",361,1,2022-07-25 09:26:08,2022-07-25 09:26:08,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DEF","Rainbow",15,NA
"369","3DD.003E1F0DF0",NA,"0DF0",NA,679,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E1F0DF0","Rainbow",6,NA
"370","3DD.003E1F0DF1",NA,"0DF1",NA,686,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0DF1","Rainbow",6,"Behnke"
"371","3DD.003E1F0DF2","989.001042222578","0DF2","2578",461,1,2022-08-04 09:53:19,2022-08-04 09:53:19,"Reader_Data/8-4-22-Reader.csv","3DD.003E1F0DF2","Rainbow",14,NA
"373","3DD.003E1F0DF4",NA,"0DF4",NA,689,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0DF4","Brown",19,"Behnke"
"374","3DD.003E1F0DF5","989.001042222581","0DF5","2581",463,1,2022-08-05 08:41:14,2022-08-05 08:41:14,"Reader_Data/8-5-22-Reader.csv","3DD.003E1F0DF5","Rainbow",15,"Woods"
"375","3DD.003E1F0DF6","989.001042222582","0DF6","2582",358,1,2022-07-25 08:50:49,2022-07-25 08:50:49,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DF6","Brown",17,NA
"376","3DD.003E1F0DF7",NA,"0DF7",NA,680,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E1F0DF7","Rainbow",4,NA
"377","3DD.003E1F0DF8","989.001042222584","0DF8","2584",360,1,2022-07-25 09:20:53,2022-07-25 09:20:53,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DF8","Rainbow",16,NA
"378","3DD.003E1F0DF9","989.001042222585","0DF9","2585",370,1,2022-07-27 09:05:59,2022-07-27 09:05:59,"Reader_Data/7-27-22-Reader.csv","3DD.003E1F0DF9","Rainbow",16,NA
"379","3DD.003E1F0DFA","989.001042222586","0DFA","2586",417,1,2022-08-01 09:07:19,2022-08-01 09:07:19,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0DFA","Rainbow",15,"Ames"
"380","3DD.003E1F0DFB","989.001042222587","0DFB","2587",359,1,2022-07-25 09:03:07,2022-07-25 09:03:07,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DFB","Rainbow",15,NA
"381","3DD.003E1F0DFC","989.001042222588","0DFC","2588",1,1,2022-10-05 11:00:00,2022-10-05 11:00:00,"Reader_Data/10-5-22-Reader.csv","3DD.003E1F0DFC","Rainbow",7,""
"382","3DD.003E1F0DFD","989.001042222589","0DFD","2589",464,1,2022-08-05 08:58:15,2022-08-05 08:58:15,"Reader_Data/8-5-22-Reader.csv","3DD.003E1F0DFD","Rainbow",17,"Woods"
"383","3DD.003E1F0DFE","989.00104222259","0DFE","2259",554,1,2022-07-25 10:09:00,2022-07-25 10:09:00,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0DFE","Rainbow",15,NA
"385","3DD.003E1F0E00","989.001042222592","0E00","2592",460,1,2022-08-04 09:03:18,2022-08-04 09:03:18,"Reader_Data/8-4-22-Reader.csv","3DD.003E1F0E00","Rainbow",4,NA
"386","3DD.003E1F0E01","989.001042222593","0E01","2593",462,1,2022-08-04 12:13:12,2022-08-04 12:13:12,"Reader_Data/8-4-22-Reader.csv","3DD.003E1F0E01","Rainbow",15,NA
"387","3DD.003E1F0E02","989.001042222594","0E02","2594",474,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0E02","Brown",17,"Loomis"
"388","3DD.003E1F0E03",NA,"0E03",NA,684,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0E03","Rainbow",6,"Behnke"
"389","3DD.003E1F0E04","989.001042222596","0E04","2596",369,1,2022-07-27 08:39:05,2022-07-27 08:39:05,"Reader_Data/7-27-22-Reader.csv","3DD.003E1F0E04","Rainbow",15,NA
"390","3DD.003E1F0E05","989.001042222597","0E05","2597",515,1,2022-09-05 11:00:00,2022-09-05 11:00:00,"Reader_Data/9-5-22-Reader.csv","3DD.003E1F0E05","Rainbow",15,"de Reus"
"391","3DD.003E1F0E06","989.001042222598","0E06","2598",357,1,2022-07-25 08:32:14,2022-07-25 08:32:14,"Reader_Data/7-25-22-Reader.csv","3DD.003E1F0E06","Brown",6,NA
"392","3DD.003E1F0E07","989.001042222599","0E07","2599",476,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0E07","Rainbow",15,"Loomis"
"395","3DD.003E1F0E0A",NA,"0E0A",NA,687,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0E0A","Rainbow",4,"Behnke"
"397","3DD.003E1F0E0C","989.001042222604","0E0C","2604",504,1,2022-09-28 11:00:00,2022-09-28 11:00:00,"Reader_Data/9-28-22-Reader.csv","3DD.003E1F0E0C","Rainbow",7,"Miller"
"399","3DD.003E1F0E0E","989.001042222606","0E0E","2606",483,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0E0E","Brown",15,"Loomis"
"400","3DD.003E1F0E0F","989.001042222607","0E0F","2607",497,1,2022-09-02 11:12:23,2022-09-02 11:12:23,"Reader_Data/9-2-22-Reader.csv","3DD.003E1F0E0F","Rainbow",6,NA
"402","3DD.003E1F0E11","989.001042222609","0E11","2609",419,1,2022-08-01 09:34:12,2022-08-01 09:34:12,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0E11","Rainbow",14,"Ames"
"403","3DD.003E1F0E12",NA,"0E12",NA,666,1,2022-07-26 11:00:00,2022-07-26 11:00:00,"Reader_Data/7-26-22-Reader.csv","3DD.003E1F0E12","Brown",21,"Squier"
"405","3DD.003E1F0E14",NA,"0E14",NA,683,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E1F0E14","Brown",21,NA
"406","3DD.003E1F0E16","989.001042222614","0E16","2614",441,1,2022-08-23 15:10:36,2022-08-23 15:10:36,"Reader_Data/8-23-22-Reader.csv","3DD.003E1F0E16","Rainbow",6,NA
"407","3DD.003E1F0E17","989.001042222615","0E17","2615",465,1,2022-08-05 09:10:11,2022-08-05 09:10:11,"Reader_Data/8-5-22-Reader.csv","3DD.003E1F0E17","Brown",15,"Woods"
"408","3DD.003E1F0E18","989.001042222616","0E18","2616",513,1,2022-09-05 11:00:00,2022-09-05 11:00:00,"Reader_Data/9-5-22-Reader.csv","3DD.003E1F0E18","Rainbow",16,"de Reus"
"409","3DD.003E1F0E19","989.001042222617","0E19","2617",486,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0E19","Brown",13,"Loomis"
"410","3DD.003E1F0E1A","989.001042222618","0E1A","2618",520,1,2022-09-06 11:00:00,2022-09-06 11:00:00,"Reader_Data/9-6-22-Reader.csv","3DD.003E1F0E1A","Rainbow",17,"Loomis"
"411","3DD.003E1F0E1B","989.001042222619","0E1B","2619",514,1,2022-09-05 11:00:00,2022-09-05 11:00:00,"Reader_Data/9-5-22-Reader.csv","3DD.003E1F0E1B","Rainbow",16,"de Reus"
"412","3DD.003E1F0E1C","989.00104222262","0E1C","2262",568,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0E1C","Rainbow",7,""
"413","3DD.003E1F0E1D","989.001042222621","0E1D","2621",518,1,2022-09-06 11:00:00,2022-09-06 11:00:00,"Reader_Data/9-6-22-Reader.csv","3DD.003E1F0E1D","Rainbow",6,"Loomis"
"415","3DD.003E1F0E1F","989.001042222623","0E1F","2623",487,1,2022-09-17 11:00:00,2022-09-17 11:00:00,"Reader_Data/9-17-22-Reader.csv","3DD.003E1F0E1F","Brown",18,"Loomis"
"417","3DD.003E1F0E21","989.001042222625","0E21","2625",416,1,2022-08-01 08:55:13,2022-08-01 08:55:13,"Reader_Data/8-1-22-Reader.csv","3DD.003E1F0E21","Rainbow",14,"Ames"
"418","3DD.003E1F0E22","989.001042222626","0E22","2626",506,1,2022-09-07 11:00:00,2022-09-07 11:00:00,"Reader_Data/9-7-22-Reader.csv","3DD.003E1F0E22","Rainbow",7,"Loomis"
"419","3DD.003E1F0E24","989.001042222628","0E24","2628",519,1,2022-09-06 11:00:00,2022-09-06 11:00:00,"Reader_Data/9-6-22-Reader.csv","3DD.003E1F0E24","Rainbow",4,"Loomis"
"420","3DD.003E1F0E25","989.001042222629","0E25","2629",482,1,2022-09-16 11:00:00,2022-09-16 11:00:00,"Reader_Data/9-16-22-Reader.csv","3DD.003E1F0E25","Rainbow",7,"Loomis"
"421","3DD.003E1F0E26","989.00104222263","0E26","2263",564,1,2022-08-23 11:49:05,2022-08-23 11:49:05,"Reader_Data/8-23-22-Reader.csv","3DD.003E1F0E26","Rainbow",6,NA
"422","3DD.003E1F0E27",NA,"0E27",NA,681,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E1F0E27","Brown",19,NA
"423","3DD.003E1F0E28","989.001042222632","0E28","2632",499,1,2022-09-02 11:56:43,2022-09-02 11:56:43,"Reader_Data/9-2-22-Reader.csv","3DD.003E1F0E28","Rainbow",5,NA
"424","3DD.003E1F0E29","989.001042222633","0E29","2633",3,1,2022-10-05 11:00:00,2022-10-05 11:00:00,"Reader_Data/10-5-22-Reader.csv","3DD.003E1F0E29","Rainbow",7,""
"425","3DD.003E1F0E2A","989.001042222634","0E2A","2634",511,1,2022-09-29 11:00:00,2022-09-29 11:00:00,"Reader_Data/9-29-22-Reader.csv","3DD.003E1F0E2A","Rainbow",6,"Loomis"
"427","3DD.003E1F0E2C",NA,"0E2C",NA,682,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E1F0E2C","Brown",20,NA
"429","3DD.003E1F0E2E",NA,"0E2E",NA,685,1,2022-09-10 11:00:00,2022-09-10 11:00:00,"Reader_Data/9-10-22-Reader.csv","3DD.003E1F0E2E","Rainbow",6,"Behnke"
"431","3DD.003E1F0E30","989.00104222264","0E30","2264",557,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E30","Brown",14,"Ransohoff"
"432","3DD.003E1F0E32","989.001042222642","0E32","2642",379,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E32","Brown",17,"Ransohoff"
"433","3DD.003E1F0E37","989.001042222647","0E37","2647",435,1,2022-08-19 11:00:00,2022-08-19 11:00:00,"Reader_Data/8-19-22-Brett-Reader.csv","3DD.003E1F0E37","Rainbow",6,"Wolfson"
"434","3DD.003E1F0E38","989.001042222648","0E38","2648",492,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E38","Rainbow",5,"Ransohoff"
"435","3DD.003E1F0E39","989.001042222649","0E39","2649",453,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E39","Rainbow",5,"Ransohoff"
"436","3DD.003E1F0E3B","989.001042222651","0E3B","2651",428,1,2022-08-14 11:00:00,2022-08-14 11:00:00,"Reader_Data/8-14-22-Brett-Reader.csv","3DD.003E1F0E3B","Rainbow",6,"Stickney"
"437","3DD.003E1F0E3E","989.001042222654","0E3E","2654",444,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E3E","Rainbow",13,"Ransohoff"
"438","3DD.003E1F0E41","989.001042222657","0E41","2657",380,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E41","Brown",16,"Wilson"
"439","3DD.003E1F0E44","989.00104222266","0E44","2266",562,1,2022-08-11 11:00:00,2022-08-11 11:00:00,"Reader_Data/8-11-22-Brett-Reader.csv","3DD.003E1F0E44","Brown",16,"Ransohoff"
"440","3DD.003E1F0E46","989.001042222662","0E46","2662",426,1,2022-08-14 11:00:00,2022-08-14 11:00:00,"Reader_Data/8-14-22-Brett-Reader.csv","3DD.003E1F0E46","Rainbow",14,"Stickney"
"441","3DD.003E1F0E47","989.001042222663","0E47","2663",443,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E47","Rainbow",15,"Rolland"
"442","3DD.003E1F0E48","989.001042222664","0E48","2664",449,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E48","Rainbow",5,"Ransohoff"
"443","3DD.003E1F0E4A","989.001042222666","0E4A","2666",427,1,2022-08-14 11:00:00,2022-08-14 11:00:00,"Reader_Data/8-14-22-Brett-Reader.csv","3DD.003E1F0E4A","Rainbow",15,"Stickney"
"445","3DD.003E1F0E4C","989.001042222668","0E4C","2668",437,1,2022-08-20 11:00:00,2022-08-20 11:00:00,"Reader_Data/8-20-22-Brett-Reader.csv","3DD.003E1F0E4C","Rainbow",12,"Kushner"
"446","3DD.003E1F0E4E","989.00104222267","0E4E","2267",561,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E4E","Rainbow",4,"Ransohoff"
"449","3DD.003E1F0E54","989.001042222676","0E54","2676",431,1,2022-08-19 11:00:00,2022-08-19 11:00:00,"Reader_Data/8-19-22-Brett-Reader.csv","3DD.003E1F0E54","Rainbow",4,"Wolfson"
"450","3DD.003E1F0E55","989.001042222677","0E55","2677",429,1,2022-08-15 11:00:00,2022-08-15 11:00:00,"Reader_Data/8-15-22-Brett-Reader.csv","3DD.003E1F0E55","Rainbow",13,"Ransohoff"
"451","3DD.003E1F0E58","989.00104222268","0E58","2268",565,1,2022-08-24 11:00:00,2022-08-24 11:00:00,"Reader_Data/8-24-22-Brett-Reader.csv","3DD.003E1F0E58","Brown",15,"Herbert"
"452","3DD.003E1F0E59","989.001042222681","0E59","2681",412,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E59","Rainbow",4,"Ransohoff"
"453","3DD.003E1F0E5B","989.001042222683","0E5B","2683",430,1,2022-08-15 11:00:00,2022-08-15 11:00:00,"Reader_Data/8-15-22-Brett-Reader.csv","3DD.003E1F0E5B","Rainbow",12,"Ransohoff"
"454","3DD.003E1F0E5D","989.001042222685","0E5D","2685",472,1,2022-09-13 11:00:00,2022-09-13 11:00:00,"Reader_Data/9-13-22-Brett-Reader.csv","3DD.003E1F0E5D","Brown",13,"Privatali"
"455","3DD.003E1F0E5E","989.001042222686","0E5E","2686",490,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E5E","Rainbow",6,"Ransohoff"
"456","3DD.003E1F0E5F","989.001042222687","0E5F","2687",450,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E5F","Rainbow",14,"Ransohoff"
